,GSS_CODE,WARD,price,availability_365,reviews_per_month,review_scores_value,count,Houseprice_median,Housesales_median
303,E05000329,Eastcote and East Ruislip,50.0,173.0,0.94,4.79,7,"615,000",144
304,E05000330,Harefield,74.5,208.0,0.705,4.8,8,"414,000",111
305,E05000331,Heathrow Villages,70.0,343.5,0.49,4.484999999999999,94,"320,000",71
306,E05000332,Hillingdon East,71.0,219.0,0.89,4.71,9,"420,000",136
307,E05000333,Ickenham,59.0,180.0,1.31,4.92,7,"632,500",142
308,E05000334,Manor,140.0,273.5,0.4,4.905,6,"477,500",160
309,E05000335,Northwood,85.0,179.0,0.66,4.96,11,"670,000",133
310,E05000336,Northwood Hills,89.0,151.0,0.46,4.85,15,"557,000",137
311,E05000337,Pinkwell,58.0,291.0,2.0,4.71,29,"400,000",87
312,E05000338,South Ruislip,75.0,269.0,0.57,4.68,25,"412,498",252
313,E05000339,Townfield,58.0,179.0,0.61,4.8,31,"380,000",81
314,E05000340,Uxbridge North,68.5,244.5,0.665,4.85,40,"480,000",183
315,E05000341,Uxbridge South,100.0,264.0,0.85,4.67,33,"327,000",117
316,E05000342,West Drayton,60.0,257.5,0.585,4.7,48,"358,498",308
317,E05000343,West Ruislip,58.0,180.5,0.64,4.93,12,"430,000",230
318,E05000344,Yeading,58.5,149.0,0.355,4.725,10,"370,000",99
319,E05000345,Yiewsley,90.0,260.0,0.65,4.78,39,"331,080",131
320,E05000346,Bedfont,80.0,264.0,1.03,4.82,33,"352,000",108
321,E05000347,Brentford,120.0,184.0,0.84,4.76,125,"500,000",186
322,E05000348,Chiswick Homefields,131.0,174.5,0.845,4.695,62,"918,500",177
323,E05000349,Chiswick Riverside,166.0,153.0,0.61,4.82,49,"740,000",123
324,E05000350,Cranford,66.0,315.5,0.6000000000000001,4.7,16,"357,000",50
325,E05000351,Feltham North,42.5,319.0,1.1600000000000001,4.755,18,"365,000",78
326,E05000352,Feltham West,48.0,251.0,1.07,4.87,16,"300,000",162
327,E05000353,Hanworth,86.5,192.5,0.42,5.0,12,"351,475",84
328,E05000354,Hanworth Park,61.0,214.0,0.52,4.85,32,"329,975",112
329,E05000355,Heston Central,55.0,159.0,0.72,4.78,15,"337,500",133
330,E05000356,Heston East,52.5,284.5,0.5549999999999999,4.675,24,"355,000",63
331,E05000357,Heston West,50.0,240.5,0.825,4.49,10,"387,500",56
332,E05000358,Hounslow Central,88.0,177.0,0.65,4.87,37,"330,000",79
333,E05000359,Hounslow Heath,53.5,267.0,1.0350000000000001,4.67,18,"317,500",76
334,E05000360,Hounslow South,60.0,176.0,1.185,4.82,28,"494,000",99
335,E05000361,Hounslow West,67.5,178.5,1.1,4.725,20,"256,000",208
336,E05000362,Isleworth,93.0,174.0,1.0,4.83,31,"425,000",113
337,E05000363,Osterley and Spring Grove,117.0,238.0,0.61,4.68,52,"399,501",158
338,E05000364,Syon,70.0,166.0,1.3,4.85,49,"430,000",265
339,E05000365,Turnham Green,149.0,177.0,0.81,4.77,83,"772,500",115
340,E05000366,Barnsbury,151.0,154.0,1.24,4.67,154,"800,625",92
341,E05000367,Bunhill,164.0,153.0,0.97,4.7,307,"715,000",121
342,E05000368,Caledonian,124.0,158.0,1.24,4.61,313,"531,000",72
343,E05000369,Canonbury,140.0,157.0,0.81,4.75,103,"730,500",108
344,E05000370,Clerkenwell,183.0,160.0,0.92,4.67,267,"767,500",81
345,E05000371,Finsbury Park,105.0,137.0,0.93,4.67,137,"490,000",98
346,E05000372,Highbury East,143.5,115.0,0.665,4.745,94,"730,000",131
347,E05000373,Highbury West,110.0,214.0,0.69,4.75,115,"598,000",174
348,E05000374,Hillrise,105.0,115.0,0.7,4.795,60,"516,000",68
349,E05000375,Holloway,120.0,214.5,1.01,4.67,134,"485,000",97
350,E05000376,Junction,130.5,167.0,1.0,4.82,58,"512,000",67
351,E05000377,Mildmay,130.0,151.0,0.91,4.76,127,"527,000",119
352,E05000378,St. George's,103.0,195.0,0.67,4.75,91,"545,000",91
353,E05000379,St. Mary's,134.0,144.0,1.01,4.69,135,"770,000",107
354,E05000380,St. Peter's,150.0,130.0,0.94,4.71,151,"767,500",120
355,E05000381,Tollington,105.0,153.0,0.86,4.72,85,"548,224",103
374,E05000400,Alexandra,200.0,294.0,0.76,4.615,14,"553,500",95
375,E05000401,Berrylands,102.5,175.5,0.61,4.83,20,"505,000",141
376,E05000402,Beverley,64.0,258.0,0.5,4.91,27,"550,000",103
377,E05000403,Canbury,135.5,150.0,0.77,4.7,52,"562,500",174
378,E05000404,Chessington North and Hook,100.0,310.0,0.28,4.71,5,"405,000",113
379,E05000405,Chessington South,165.0,302.0,1.26,4.77,11,"383,750",140
380,E05000406,Coombe Hill,103.0,164.0,0.625,4.865,30,"650,000",97
381,E05000407,Coombe Vale,52.0,191.0,0.6000000000000001,4.87,12,"696,500",100
382,E05000408,Grove,105.0,164.0,0.935,4.8,56,"525,000",135
383,E05000409,Norbiton,78.0,215.0,0.97,4.84,37,"450,000",89
384,E05000410,Old Malden,74.5,136.5,0.99,4.905,16,"503,750",108
385,E05000411,St. James,75.0,106.0,0.69,4.8,19,"560,000",67
386,E05000412,St. Mark's,90.0,127.0,0.72,4.87,37,"475,000",170
387,E05000413,Surbiton Hill,89.0,224.0,0.69,4.75,21,"429,250",196
388,E05000414,Tolworth and Hook Rise,51.0,289.0,0.75,4.54,10,"441,000",107
389,E05000415,Tudor,84.5,245.0,0.515,4.83,18,"705,000",93
390,E05000416,Bishop's,178.0,183.5,1.18,4.6,222,"360,000",146
391,E05000417,Brixton Hill,95.0,119.0,0.88,4.8,153,"484,500",166
392,E05000418,Clapham Common,151.0,167.0,0.87,4.79,65,"770,000",157
393,E05000419,Clapham Town,130.0,151.0,0.85,4.82,115,"585,000",167
394,E05000420,Coldharbour,83.0,120.0,1.05,4.72,125,"560,000",95
395,E05000421,Ferndale,117.0,140.0,0.86,4.75,117,"540,000",208
396,E05000422,Gipsy Hill,100.0,178.5,0.755,4.89,48,"441,250",170
397,E05000423,Herne Hill,95.0,148.0,0.68,4.77,126,"527,500",165
398,E05000424,Knight's Hill,64.5,172.0,0.685,4.88,44,"490,000",171
399,E05000425,Larkhall,105.0,123.0,0.92,4.81,129,"513,750",154
400,E05000426,Oval,156.0,167.0,1.05,4.74,345,"588,582",396
401,E05000427,Prince's,124.5,143.5,1.16,4.69,214,"635,000",133
402,E05000428,St. Leonard's,88.0,171.0,0.81,4.81,85,"436,250",206
403,E05000429,Stockwell,104.0,153.0,1.225,4.75,162,"465,000",117
404,E05000430,Streatham Hill,81.0,143.0,0.82,4.83,85,"478,400",249
405,E05000431,Streatham South,95.0,164.5,0.6,4.905,32,"478,000",144
406,E05000432,Streatham Wells,80.0,210.0,0.43,4.83,77,"432,500",206
407,E05000433,Thornton,98.5,175.0,0.81,4.8149999999999995,58,"647,500",144
408,E05000434,Thurlow Park,95.0,177.0,0.445,4.83,76,"525,000",153
409,E05000435,Tulse Hill,109.0,111.0,0.91,4.77,113,"515,000",133
410,E05000436,Vassall,120.0,141.5,0.895,4.79,102,"460,000",181
411,E05000437,Bellingham,45.0,246.0,0.65,4.81,41,"350,000",135
412,E05000438,Blackheath,110.0,90.5,0.875,4.835,52,"442,500",184
413,E05000439,Brockley,100.0,170.0,0.655,4.805,140,"445,000",197
414,E05000440,Catford South,57.5,238.0,0.755,4.845000000000001,38,"490,000",139
415,E05000441,Crofton Park,89.0,156.0,0.6,4.83,59,"515,000",205
416,E05000442,Downham,65.0,180.0,0.76,4.8,33,"335,000",125
417,E05000443,Evelyn,109.0,215.0,0.83,4.68,125,"523,650",312
418,E05000444,Forest Hill,100.0,159.0,0.65,4.805,76,"447,500",177
419,E05000445,Grove Park,70.0,268.0,0.59,4.69,33,"335,000",167
420,E05000446,Ladywell,99.5,209.5,0.845,4.8,60,"536,000",128
421,E05000447,Lee Green,70.0,243.0,0.46499999999999997,4.905,50,"525,500",174
422,E05000448,Lewisham Central,98.0,156.0,0.6,4.77,95,"380,000",269
423,E05000449,New Cross,103.0,153.0,0.71,4.75,119,"367,998",154
424,E05000450,Perry Vale,74.0,232.0,0.73,4.79,51,"490,000",186
425,E05000451,Rushey Green,100.0,261.0,0.45,4.7,81,"427,525",326
426,E05000452,Sydenham,85.0,192.0,0.6000000000000001,4.88,64,"425,000",178
427,E05000453,Telegraph Hill,90.0,150.5,0.8049999999999999,4.8,108,"492,000",137
428,E05000454,Whitefoot,52.0,209.0,0.585,4.725,40,"350,000",116
429,E05000455,Abbey,120.0,239.5,0.69,4.6899999999999995,62,"535,000",148
430,E05000456,Cannon Hill,55.0,248.0,0.85,4.91,31,"540,000",106
431,E05000457,Colliers Wood,115.0,236.0,0.92,4.8,57,"440,000",140
432,E05000458,Cricket Green,72.5,202.0,0.74,4.845,24,"292,527",106
433,E05000459,Dundonald,120.0,182.5,0.5700000000000001,4.855,60,"682,500",169
434,E05000460,Figge's Marsh,75.0,140.0,0.87,4.9,11,"322,500",74
435,E05000461,Graveney,63.0,201.0,0.76,4.66,31,"490,500",116
436,E05000462,Hillside,121.5,183.0,0.49,4.745,72,"683,250",110
437,E05000463,Lavender Fields,60.0,130.0,0.65,4.89,27,"356,000",91
438,E05000464,Longthornton,80.0,269.0,0.47,4.86,15,"396,000",109
439,E05000465,Lower Morden,115.0,236.0,1.06,4.890000000000001,10,"420,000",113
440,E05000466,Merton Park,110.0,176.5,0.51,4.86,36,"542,000",121
441,E05000467,Pollards Hill,52.5,188.5,0.37,4.705,10,"375,500",90
442,E05000468,Ravensbury,73.0,90.0,0.35,4.74,33,"360,000",101
443,E05000469,Raynes Park,102.5,206.5,0.755,4.795,52,"520,000",127
444,E05000470,St. Helier,63.5,325.0,0.795,4.824999999999999,18,"377,500",122
445,E05000471,Trinity,110.5,185.0,0.77,4.86,52,"665,000",141
446,E05000472,Village,146.0,173.0,0.545,4.83,54,"1,425,000",145
447,E05000473,West Barnes,100.0,202.0,0.815,4.785,32,"567,500",133
448,E05000474,Wimbledon Park,129.0,144.5,0.76,4.795,72,"809,000",153
449,E05000475,Beckton,88.5,207.5,0.815,4.735,60,"380,000",214
450,E05000476,Boleyn,56.5,177.5,0.79,4.380000000000001,22,"370,000",76
451,E05000477,Canning Town North,93.0,150.5,0.95,4.715,88,"331,250",102
452,E05000478,Canning Town South,133.5,185.5,0.695,4.78,216,"390,000",518
453,E05000479,Custom House,117.0,179.0,0.97,4.67,75,"350,000",61
454,E05000480,East Ham Central,62.5,227.5,0.5700000000000001,4.695,26,"370,000",77
455,E05000481,East Ham North,45.0,296.0,0.26,4.5,7,"400,000",42
456,E05000482,East Ham South,147.5,174.0,1.0,4.855,18,"320,000",106
457,E05000483,Forest Gate North,68.0,241.0,0.78,4.75,63,"405,500",108
458,E05000484,Forest Gate South,80.0,183.5,0.95,4.74,70,"410,000",82
459,E05000485,Green Street East,101.0,82.0,0.99,4.75,11,"401,625",50
460,E05000486,Green Street West,42.0,160.0,1.68,4.71,31,"395,000",42
461,E05000487,Little Ilford,44.5,132.5,0.5449999999999999,4.75,16,"295,000",77
462,E05000488,Manor Park,71.0,129.0,1.0,4.76,17,"311,500",58
463,E05000489,Plaistow North,52.5,217.0,0.565,4.785,32,"323,750",76
464,E05000490,Plaistow South,70.0,256.0,0.72,4.86,49,"369,000",112
465,E05000491,Royal Docks,155.0,201.0,0.91,4.73,155,"429,175",598
466,E05000492,Stratford and New Town,119.5,157.0,0.84,4.74,244,"428,000",848
467,E05000493,Wall End,47.5,235.5,1.485,4.605,10,"356,500",52
468,E05000494,West Ham,62.5,136.0,0.99,4.695,66,"350,000",85
469,E05000495,Aldborough,50.0,178.0,0.535,4.715,26,"400,000",151
470,E05000496,Barkingside,80.0,217.0,0.39,4.75,21,"485,000",107
471,E05000497,Bridge,80.5,140.5,0.61,4.775,10,"477,500",152
472,E05000498,Chadwell,55.0,243.0,0.78,4.75,23,"357,500",138
473,E05000499,Church End,115.0,143.5,0.55,4.765000000000001,18,"441,000",165
474,E05000500,Clayhall,58.5,260.0,1.05,4.75,50,"522,333",76
475,E05000501,Clementswood,35.0,221.0,0.81,4.67,15,"327,500",71
476,E05000502,Cranbrook,73.0,336.0,0.8049999999999999,4.720000000000001,48,"500,000",80
477,E05000503,Fairlop,45.0,226.0,0.31,4.96,19,"415,000",263
478,E05000504,Fullwell,47.5,217.0,0.62,5.0,16,"428,000",140
479,E05000505,Goodmayes,71.0,163.0,0.34,4.71,23,"345,000",84
480,E05000506,Hainault,75.0,248.0,0.32,4.86,17,"350,100",191
481,E05000507,Loxford,50.0,260.0,0.7,4.67,33,"336,000",70
482,E05000508,Mayfield,45.0,268.0,0.67,4.75,21,"420,000",94
483,E05000509,Monkhams,68.0,174.0,0.48,4.9,11,"650,000",139
484,E05000510,Newbury,80.0,270.0,0.6699999999999999,4.575,32,"435,000",99
485,E05000511,Roding,63.0,138.5,0.365,4.85,22,"480,000",131
486,E05000512,Seven Kings,61.0,268.0,0.67,4.6,21,"419,000",76
487,E05000513,Snaresbrook,126.0,121.0,0.52,4.88,29,"452,000",146
488,E05000514,Valentines,113.5,259.0,0.325,4.6850000000000005,36,"310,000",70
489,E05000515,Wanstead,112.5,188.0,0.555,4.91,26,"749,213",126
490,E05000516,Barnes,180.5,178.5,0.6,4.83,36,"1,240,000",109
491,E05000517,East Sheen,129.0,221.0,0.54,4.88,41,"985,000",126
492,E05000518,Fulwell and Hampton Hill,125.0,221.0,0.46,4.81,33,"600,000",166
493,E05000519,"Ham, Petersham and Richmond Riverside",95.0,126.0,1.025,4.825,34,"687,500",182
494,E05000520,Hampton,130.0,285.0,0.7,4.83,27,"653,500",136
495,E05000521,Hampton North,110.0,252.5,0.375,4.8149999999999995,8,"430,250",116
496,E05000522,Hampton Wick,100.0,196.0,0.815,4.86,36,"611,250",182
497,E05000523,Heathfield,94.0,258.0,0.64,4.95,10,"525,000",83
498,E05000524,Kew,118.0,241.0,0.66,4.81,91,"689,975",182
499,E05000525,Mortlake and Barnes Common,154.0,167.0,0.44,4.84,61,"895,000",159
500,E05000526,North Richmond,130.0,201.0,0.78,4.825,50,"650,000",171
501,E05000527,St. Margarets and North Twickenham,116.0,140.0,0.79,4.75,51,"730,000",151
502,E05000528,South Richmond,200.5,168.5,0.55,4.75,54,"727,500",164
503,E05000529,South Twickenham,94.5,152.0,1.2349999999999999,4.785,30,"577,500",144
504,E05000530,Teddington,129.0,216.0,0.7,4.84,29,"711,500",154
505,E05000531,Twickenham Riverside,139.5,107.0,0.59,4.75,56,"617,500",153
506,E05000532,West Twickenham,70.0,150.0,1.21,4.89,11,"557,250",160
507,E05000533,Whitton,92.0,253.0,0.7949999999999999,4.88,30,"512,500",104
508,E05000534,Brunswick Park,95.0,166.0,0.95,4.7,113,"425,000",150
509,E05000535,Camberwell Green,90.0,118.5,1.045,4.715,134,"450,000",148
510,E05000536,Cathedrals,182.0,158.0,1.13,4.71,291,"770,000",248
511,E05000537,Chaucer,129.0,126.0,1.0,4.65,205,"527,500",111
512,E05000538,College,99.0,102.0,0.62,4.79,51,"450,000",153
513,E05000539,East Dulwich,126.5,130.0,0.62,4.8,60,"633,750",194
514,E05000540,East Walworth,113.0,179.0,1.0550000000000002,4.665,178,"517,000",319
515,E05000541,Faraday,90.0,182.5,1.16,4.6899999999999995,82,"465,000",63
516,E05000542,Grange,159.0,178.0,0.92,4.71,225,"560,001",250
517,E05000543,Livesey,71.0,235.0,0.89,4.67,100,"471,113",172
518,E05000544,Newington,118.0,105.0,1.16,4.78,153,"495,000",82
519,E05000545,Nunhead,101.0,149.0,0.59,4.82,71,"522,500",182
520,E05000546,Peckham,100.0,157.0,0.75,4.74,63,"360,000",87
521,E05000547,Peckham Rye,100.0,226.0,0.74,4.86,69,"543,750",188
522,E05000548,Riverside,137.0,157.0,1.36,4.72,191,"1,000,000",214
523,E05000549,Rotherhithe,93.5,152.0,1.0,4.71,112,"530,000",113
524,E05000550,South Bermondsey,118.5,212.5,0.865,4.74,106,"380,000",84
525,E05000551,South Camberwell,117.0,134.0,0.63,4.79,65,"443,000",151
526,E05000552,Surrey Docks,100.0,112.0,0.805,4.75,112,"560,000",207
527,E05000553,The Lane,125.0,168.5,0.61,4.8,98,"523,500",164
528,E05000554,Village,114.0,126.5,0.62,4.875,60,"858,500",99
529,E05000555,Beddington North,60.0,343.0,1.2,4.65,9,"390,000",140
530,E05000556,Beddington South,85.0,323.0,0.39,4.93,5,"389,500",108
531,E05000557,Belmont,88.0,333.0,0.65,4.87,10,"348,000",153
532,E05000558,Carshalton Central,112.0,171.0,0.75,4.75,21,"403,500",157
533,E05000559,Carshalton South and Clockhouse,80.5,261.0,1.295,4.74,12,"475,000",123
534,E05000560,Cheam,73.0,321.0,2.11,4.6,21,"537,975",116
535,E05000561,Nonsuch,69.5,63.5,0.48,4.85,10,"500,000",153
536,E05000562,St. Helier,60.0,339.0,1.04,4.81,5,"331,000",111
537,E05000563,Stonecot,61.0,93.0,0.38,4.97,7,"439,000",128
538,E05000564,Sutton Central,99.5,143.5,0.625,4.67,26,"335,500",330
539,E05000565,Sutton North,51.0,167.0,1.0,4.83,19,"395,000",145
540,E05000566,Sutton South,68.0,153.0,0.44,4.73,21,"310,000",167
541,E05000567,Sutton West,92.5,155.0,0.7849999999999999,4.675,12,"340,000",171
542,E05000568,The Wrythe,60.0,113.0,0.41000000000000003,4.68,12,"355,245",209
543,E05000569,Wallington North,43.0,269.0,0.28,4.8,13,"317,200",173
544,E05000570,Wallington South,54.0,134.0,0.32999999999999996,4.654999999999999,10,"318,000",177
545,E05000571,Wandle Valley,95.0,330.0,0.68,4.8,11,"320,000",146
546,E05000572,Worcester Park,51.0,130.0,0.87,4.76,17,"400,000",194
564,E05000590,Cann Hall,131.0,156.0,0.69,4.85,49,"445,000",103
565,E05000591,Cathall,61.5,164.5,0.88,4.64,72,"419,000",80
566,E05000592,Chapel End,88.5,166.0,0.92,4.835,44,"456,000",142
567,E05000593,Chingford Green,72.5,206.5,0.44499999999999995,4.8100000000000005,12,"440,000",136
568,E05000594,Endlebury,83.5,354.0,0.47500000000000003,4.855,4,"471,250",134
569,E05000595,Forest,125.0,178.0,0.51,4.825,24,"475,000",103
570,E05000596,Grove Green,80.0,126.0,0.78,4.78,81,"450,000",182
571,E05000597,Hale End and Highams Park,52.0,206.0,0.94,4.9,19,"500,000",123
572,E05000598,Hatch Lane,67.5,277.0,0.7250000000000001,4.890000000000001,10,"425,000",124
573,E05000599,High Street,110.0,115.5,0.625,4.865,78,"457,250",136
574,E05000600,Higham Hill,99.5,153.5,0.625,4.8,60,"440,000",171
575,E05000601,Hoe Street,94.0,228.0,1.22,4.835,70,"515,000",161
576,E05000602,Larkswood,52.5,219.0,0.46499999999999997,4.855,18,"406,250",122
577,E05000603,Lea Bridge,95.0,141.0,0.8,4.86,51,"391,000",160
578,E05000604,Leyton,60.0,167.0,0.38,4.77,67,"415,000",133
579,E05000605,Leytonstone,99.5,174.5,0.61,4.75,82,"440,000",131
580,E05000606,Markhouse,99.0,145.5,0.69,4.835,64,"475,000",155
581,E05000607,Valley,56.5,208.0,1.185,4.85,10,"401,000",146
582,E05000608,William Morris,118.5,165.0,0.545,4.865,72,"495,000",129
583,E05000609,Wood Street,80.0,158.0,0.89,4.835,42,"462,500",140
584,E05000610,Balham,129.5,130.0,1.005,4.795,72,"656,500",252
585,E05000611,Bedford,120.0,211.5,0.59,4.795,70,"592,875",176
586,E05000612,Earlsfield,144.0,165.0,0.58,4.8149999999999995,84,"595,000",239
587,E05000613,East Putney,130.0,184.0,0.86,4.75,95,"575,000",234
588,E05000614,Fairfield,133.0,179.0,0.99,4.81,141,"610,000",189
589,E05000615,Furzedown,75.5,149.0,0.605,4.835,72,"485,000",137
590,E05000616,Graveney,86.5,212.0,0.925,4.78,86,"545,000",189
591,E05000617,Latchmere,114.0,182.0,1.0,4.63,136,"562,500",126
592,E05000618,Nightingale,132.5,145.5,0.69,4.8149999999999995,78,"661,750",212
593,E05000619,Northcote,180.0,244.0,0.63,4.76,147,"815,000",189
594,E05000620,Queenstown,170.0,154.0,0.86,4.76,343,"815,500","1,178"
595,E05000621,Roehampton and Putney Heath,62.0,175.0,0.69,4.86,45,"396,000",85
596,E05000622,St. Mary's Park,129.0,161.0,1.02,4.75,255,"700,000",325
597,E05000623,Shaftesbury,147.0,163.0,0.72,4.77,121,"770,000",215
598,E05000624,Southfields,137.0,134.0,0.66,4.78,159,"625,000",307
599,E05000625,Thamesfield,132.0,159.0,0.65,4.82,119,"755,000",243
600,E05000626,Tooting,100.0,243.0,0.615,4.8,94,"533,000",127
601,E05000627,Wandsworth Common,136.0,170.0,0.69,4.81,81,"690,000",181
602,E05000628,West Hill,100.0,175.0,0.58,4.87,117,"430,000",142
603,E05000629,West Putney,118.5,166.0,0.54,4.8,80,"600,000",213
604,E05000630,Abbey Road,152.5,168.5,1.0,4.77,84,"1,032,500",108
605,E05000631,Bayswater,175.0,168.5,0.96,4.69,256,"930,500",116
606,E05000632,Bryanston and Dorset Square,188.0,148.0,1.02,4.56,542,"1,055,000",147
607,E05000633,Churchill,143.0,133.0,1.22,4.67,141,"745,000",68
608,E05000634,Church Street,139.5,146.0,1.01,4.455,212,"500,000",29
609,E05000635,Harrow Road,119.0,140.0,0.97,4.58,225,"575,000",101
610,E05000636,Hyde Park,198.0,175.0,1.0,4.5,617,"1,137,500",184
611,E05000637,Knightsbridge and Belgravia,331.0,182.0,0.79,4.6,211,"2,882,600",107
612,E05000638,Lancaster Gate,158.0,174.0,1.0,4.53,723,"1,020,000",141
613,E05000639,Little Venice,168.0,143.0,1.18,4.6,167,"860,000",104
614,E05000640,Maida Vale,134.0,165.0,0.765,4.645,124,"948,750",94
615,E05000641,Marylebone High Street,255.0,163.0,0.77,4.64,383,"1,737,500",140
616,E05000642,Queen's Park,128.0,141.0,1.0,4.67,117,"600,000",71
617,E05000643,Regent's Park,157.0,178.0,0.875,4.695,130,"977,300",124
618,E05000644,St. James's,269.0,198.0,1.02,4.69,784,"1,630,000",382
619,E05000645,Tachbrook,182.0,200.0,1.6,4.73,139,"820,000",55
620,E05000646,Vincent Square,189.5,96.0,1.7,4.7,132,"1,000,000",166
621,E05000647,Warwick,170.0,195.0,1.27,4.6,235,"850,000",90
622,E05000648,Westbourne,128.0,167.0,1.15,4.7,143,"655,000",82
623,E05000649,West End,272.0,183.0,0.99,4.65,959,"2,065,000",146
